Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm_recq5-1-single-c13-w24_	poor	49337	45238	12.90%	0.10%	2.70%	6	8.00%	47.00%	156	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w26_	poor	197475	180234	10.90%	0.40%	1.90%	26	13.30%	40.00%	150	1.64	0.00%	0.40%	0
blm_recq5-1-single-c13-w27_	poor	76090	69484	11.00%	0.20%	2.60%	9	14.80%	46.00%	151	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w28_	poor	95685	87718	9.50%	0.20%	13.50%	12	10.70%	44.00%	153	0.58	0.00%	0.00%	0
blm_recq5-1-single-c13-w29_	poor	90932	83192	8.10%	0.20%	2.80%	12	19.40%	43.00%	152	>=2	0.00%	0.20%	0
blm_recq5-1-single-c13-w3_	poor	899903	821422	10.80%	1.80%	24.10%	120	63.30%	47.00%	152	0.22	0.00%	1.20%	0
blm_recq5-1-single-c13-w30_	poor	134529	122486	10.80%	0.30%	2.70%	18	10.30%	46.00%	152	NA	0.00%	0.40%	0
blm_recq5-1-single-c13-w31_	poor	34	32	31.30%	0.00%	0.00%	0	NA	49.00%	159	NA	0.00%	0.00%	0
blm_recq5-1-single-c13-w32_	poor	141184	129168	8.70%	0.30%	2.30%	19	4.90%	42.00%	153	NA	0.00%	0.20%	0
blm_recq5-1-single-c13-w33_	poor	175047	159790	10.30%	0.40%	2.10%	23	12.20%	40.00%	153	1.26	0.00%	0.30%	0
blm_recq5-1-single-c13-w34_	poor	139816	127426	9.30%	0.30%	2.40%	18	10.00%	45.00%	152	>=2	0.00%	0.10%	0
blm_recq5-1-single-c13-w35_	poor	61977	56516	13.90%	0.10%	3.30%	8	12.00%	47.00%	151	>=2	0.00%	0.20%	0
blm_recq5-1-single-c13-w36_	poor	70898	64604	11.10%	0.10%	2.80%	9	4.00%	49.00%	152	NA	0.00%	0.00%	0
blm_recq5-1-single-c13-w37_	poor	66299	60528	13.60%	0.10%	2.90%	8	20.00%	47.00%	152	NA	0.00%	0.00%	0
blm_recq5-1-single-c13-w38_	poor	13	12	16.70%	0.00%	0.00%	0	NA	38.00%	50	NA	0.00%	0.00%	0
blm_recq5-1-single-c13-w39_	poor	58927	53816	12.80%	0.10%	1.80%	7	4.30%	46.00%	154	>=2	0.00%	0.10%	0
blm_recq5-1-single-c13-w4_	poor	987007	902448	10.90%	2.00%	38.20%	130	60.70%	49.00%	152	0.22	0.00%	2.20%	0.0730895
blm_recq5-1-single-c13-w40_	poor	74768	68160	14.00%	0.10%	6.80%	9	22.20%	48.00%	152	>=2	0.00%	0.00%	0
blm_recq5-1-single-c13-w41_	poor	97415	88762	7.70%	0.20%	2.30%	13	0.00%	47.00%	152	>=2	0.00%	0.20%	0
blm_recq5-1-single-c13-w42_	poor	51269	46980	15.00%	0.10%	17.40%	6	20.70%	47.00%	157	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w43_	poor	60271	55016	12.40%	0.10%	1.50%	8	8.00%	44.00%	154	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w44_	poor	72823	66098	12.40%	0.10%	3.20%	9	17.20%	48.00%	152	NA	0.00%	0.20%	0
blm_recq5-1-single-c13-w45_	poor	169490	154752	10.40%	0.30%	4.10%	22	3.80%	49.00%	151	>=2	0.00%	0.50%	0
blm_recq5-1-single-c13-w46_	poor	98187	90420	14.20%	0.20%	25.80%	11	24.10%	49.00%	152	NA	0.00%	0.10%	0.726018
blm_recq5-1-single-c13-w47_	poor	44567	40424	10.00%	0.10%	3.00%	6	12.00%	49.00%	153	>=2	0.00%	0.20%	0
blm_recq5-1-single-c13-w48_	poor	152009	139962	9.40%	0.30%	3.70%	21	46.30%	47.00%	152	NA	0.00%	0.40%	0
blm_recq5-1-single-c13-w49_	poor	51125	46736	13.90%	0.10%	1.90%	6	8.00%	44.00%	156	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w5_	poor	22271	20402	13.90%	0.00%	2.10%	3	0.00%	46.00%	158	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w6_	poor	102637	93866	8.30%	0.20%	2.40%	14	43.80%	48.00%	152	>=2	0.00%	0.10%	0
blm_recq5-1-single-c13-w7_	poor	57951	52684	15.70%	0.10%	2.00%	7	12.00%	48.00%	156	NA	0.00%	0.10%	0
blm_recq5-1-single-c13-w8_	poor	78665	71440	20.60%	0.10%	3.30%	8	7.70%	49.00%	138	>=2	0.00%	0.00%	0
blm_recq5-1-single-c13-w9_	poor	112604	102912	12.20%	0.20%	4.10%	14	3.80%	49.00%	150	NA	0.00%	0.20%	0
blm_recq5-1-single-c14-w1_	poor	1409366	1290212	16.30%	2.60%	25.80%	169	63.30%	48.00%	151	0.22	0.00%	2.20%	0
blm_recq5-1-single-c14-w10_	poor	220099	202182	11.40%	0.40%	8.00%	28	14.70%	40.00%	153	0.56	0.00%	0.60%	0
blm_recq5-1-single-c14-w11_	poor	13	10	0.00%	0.00%	0.00%	0	NA	57.00%	179	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w12_	poor	87081	79676	23.00%	0.10%	3.10%	10	7.70%	49.00%	150	NA	0.00%	0.10%	0
blm_recq5-1-single-c14-w13_	poor	128594	117394	15.60%	0.20%	3.00%	15	7.40%	48.00%	152	0.91	0.00%	0.10%	0
blm_recq5-1-single-c14-w14_	poor	69375	63276	21.80%	0.10%	2.10%	8	8.30%	49.00%	152	NA	0.00%	0.10%	0
blm_recq5-1-single-c14-w15_	poor	467701	428768	19.50%	0.80%	15.60%	48	26.50%	49.00%	150	NA	0.00%	0.80%	0
blm_recq5-1-single-c14-w16_	poor	20	20	0.00%	0.00%	0.00%	0	NA	38.00%	53	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w17_	poor	88126	80176	8.10%	0.20%	2.20%	12	8.00%	44.00%	159	>=2	0.00%	0.20%	0
blm_recq5-1-single-c14-w18_	poor	16	10	0.00%	0.00%	0.00%	0	NA	50.00%	37	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w19_	good	310304	283760	14.20%	0.60%	2.10%	38	22.20%	47.00%	151	0.55	0.00%	0.30%	0
blm_recq5-1-single-c14-w2_	poor	864571	789518	17.00%	1.60%	20.50%	107	53.80%	47.00%	152	0.28	0.00%	1.30%	0
blm_recq5-1-single-c14-w20_	poor	91516	84058	21.00%	0.20%	13.80%	10	32.10%	48.00%	153	>=2	0.00%	0.00%	0
blm_recq5-1-single-c14-w21_	poor	72741	66396	18.70%	0.10%	3.10%	8	16.70%	49.00%	151	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w22_	poor	268600	245806	14.80%	0.50%	1.70%	35	9.40%	41.00%	152	0.84	0.00%	0.40%	0
blm_recq5-1-single-c14-w23_	poor	112232	102074	18.80%	0.20%	2.70%	13	13.30%	48.00%	152	>=2	0.00%	0.20%	0
blm_recq5-1-single-c14-w24_	poor	49	38	5.30%	0.00%	0.00%	0	NA	53.00%	160	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w26_	poor	16	16	0.00%	0.00%	0.00%	0	NA	58.00%	105	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w27_	poor	152773	139066	18.70%	0.30%	2.70%	18	7.10%	47.00%	153	>=2	0.00%	0.30%	0
blm_recq5-1-single-c14-w28_	poor	63940	58342	15.80%	0.10%	2.50%	8	4.30%	47.00%	154	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w29_	poor	28681	26102	12.20%	0.10%	1.50%	3	0.00%	46.00%	154	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w3_	poor	909979	834564	17.70%	1.70%	32.30%	110	57.80%	49.00%	151	0.27	0.00%	1.40%	0
blm_recq5-1-single-c14-w30_	poor	96799	88388	19.40%	0.20%	3.00%	11	6.70%	50.00%	152	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w31_	poor	84290	77276	22.90%	0.10%	3.10%	9	17.20%	45.00%	156	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w32_	poor	69556	63666	20.40%	0.10%	3.40%	8	15.40%	47.00%	155	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w33_	poor	181957	167542	15.20%	0.30%	4.90%	23	15.20%	50.00%	149	>=2	0.00%	0.40%	0
blm_recq5-1-single-c14-w34_	poor	13	10	0.00%	0.00%	0.00%	0	NA	26.00%	57	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w35_	poor	31	24	16.70%	0.00%	0.00%	0	NA	39.00%	55	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w36_	poor	89202	81308	12.70%	0.20%	6.90%	11	13.80%	49.00%	160	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w37_	poor	85327	78056	20.70%	0.20%	1.80%	10	3.80%	46.00%	156	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w38_	good	185553	170538	13.70%	0.40%	2.10%	23	5.30%	49.00%	151	0.59	0.00%	0.30%	0
blm_recq5-1-single-c14-w39_	poor	54080	49642	21.60%	0.10%	13.10%	6	25.90%	44.00%	157	>=2	0.00%	0.00%	0
blm_recq5-1-single-c14-w4_	poor	447516	406768	19.60%	0.80%	20.00%	53	48.60%	48.00%	152	0.61	0.00%	0.80%	0
blm_recq5-1-single-c14-w40_	poor	102841	93002	19.90%	0.20%	2.60%	12	3.80%	48.00%	151	>=2	0.00%	0.30%	0
blm_recq5-1-single-c14-w41_	poor	25239	23004	14.30%	0.00%	4.30%	3	8.30%	49.00%	155	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w42_	poor	36366	32996	19.60%	0.10%	6.00%	4	29.60%	47.00%	152	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w43_	poor	48409	44122	19.40%	0.10%	5.60%	5	12.00%	47.00%	152	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w44_	poor	16	14	0.00%	0.00%	0.00%	0	NA	44.00%	50	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w45_	poor	38544	35110	19.60%	0.10%	1.80%	4	11.50%	42.00%	152	>=2	0.00%	0.00%	0
blm_recq5-1-single-c14-w46_	poor	38446	35104	19.70%	0.10%	0.00%	4	21.70%	48.00%	154	>=2	0.00%	0.20%	0
blm_recq5-1-single-c14-w47_	poor	26578	24060	15.30%	0.00%	7.80%	3	4.20%	49.00%	152	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w48_	poor	33792	30892	21.00%	0.10%	3.40%	4	4.30%	48.00%	154	>=2	0.00%	0.00%	0
blm_recq5-1-single-c14-w49_	poor	42219	38258	21.00%	0.10%	7.20%	4	0.00%	48.00%	156	>=2	0.00%	0.00%	0
blm_recq5-1-single-c14-w5_	poor	33500	30548	12.40%	0.10%	3.20%	4	8.70%	49.00%	150	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w6_	poor	42	16	0.00%	0.00%	0.00%	0	NA	37.00%	82	NA	0.00%	0.00%	0
blm_recq5-1-single-c14-w7_	poor	60230	55042	14.20%	0.10%	4.00%	7	20.00%	47.00%	155	>=2	0.00%	0.10%	0
blm_recq5-1-single-c14-w8_	poor	252737	231380	10.50%	0.50%	2.80%	33	7.70%	47.00%	152	0.42	0.00%	0.40%	0
blm_recq5-1-single-c14-w9_	good	197302	180510	15.70%	0.40%	2.30%	24	6.90%	48.00%	152	>=2	0.00%	0.50%	0
blm_recq5-2-single-c15-w1_	poor	4508955	4130758	37.90%	6.30%	13.00%	415	54.00%	45.00%	156	0.24	0.00%	6.90%	0.0320624
blm_recq5-2-single-c15-w10_	poor	1935399	1780640	37.40%	2.70%	7.30%	173	31.30%	44.00%	153	0.38	0.00%	3.60%	0.0372401
blm_recq5-2-single-c15-w11_	poor	32	28	0.00%	0.00%	0.00%	0	NA	41.00%	180	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w12_	poor	80	62	0.00%	0.00%	0.00%	0	NA	43.00%	142	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w13_	poor	12	12	0.00%	0.00%	0.00%	0	NA	43.00%	121	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w14_	poor	868211	793798	44.10%	1.10%	3.90%	70	20.00%	48.00%	156	>=2	0.00%	0.80%	0
blm_recq5-2-single-c15-w15_	good	339229	307500	37.90%	0.50%	2.70%	31	11.80%	46.00%	154	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w16_	poor	33	30	6.70%	0.00%	0.00%	0	NA	44.00%	151	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w17_	good	131177	119738	28.90%	0.20%	1.60%	13	0.00%	44.00%	172	>=2	0.00%	0.20%	0
blm_recq5-2-single-c15-w18_	poor	16	14	0.00%	0.00%	0.00%	0	NA	37.00%	129	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w19_	poor	88	78	10.30%	0.00%	0.00%	0	NA	43.00%	150	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w2_	poor	6549785	6006644	38.40%	9.00%	21.30%	604	54.00%	45.00%	157	0.21	0.00%	7.30%	0.0110464
blm_recq5-2-single-c15-w20_	poor	161	82	12.20%	0.00%	0.00%	0	NA	33.00%	184	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w21_	good	513973	468998	38.70%	0.70%	2.00%	46	8.50%	45.00%	156	>=2	0.00%	0.70%	0
blm_recq5-2-single-c15-w22_	poor	654856	597744	43.10%	0.80%	11.50%	51	18.60%	45.00%	159	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w23_	poor	484788	444444	42.30%	0.60%	13.10%	38	10.30%	48.00%	167	>=2	0.00%	0.30%	0
blm_recq5-2-single-c15-w24_	good	486113	447460	39.10%	0.70%	2.80%	44	11.80%	46.00%	154	>=2	0.00%	0.70%	0
blm_recq5-2-single-c15-w25_	poor	677751	622356	43.50%	0.90%	12.20%	52	19.60%	48.00%	157	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w26_	poor	48	40	0.00%	0.00%	0.00%	0	NA	48.00%	147	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w27_	good	461224	423724	37.80%	0.60%	2.40%	44	5.70%	48.00%	155	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w28_	good	1444529	1318594	34.00%	2.10%	1.80%	141	8.00%	44.00%	157	0.48	0.00%	2.10%	0
blm_recq5-2-single-c15-w29_	poor	84541	76528	22.50%	0.10%	2.50%	9	12.00%	45.00%	155	>=2	0.00%	0.20%	0
blm_recq5-2-single-c15-w3_	poor	2028183	1859566	38.80%	2.80%	11.30%	184	58.50%	47.00%	156	0.42	0.00%	3.40%	0
blm_recq5-2-single-c15-w30_	poor	445747	408326	41.80%	0.60%	17.20%	35	25.00%	45.00%	156	>=2	0.00%	1.20%	0
blm_recq5-2-single-c15-w31_	poor	40	34	0.00%	0.00%	0.00%	0	NA	40.00%	81	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w32_	good	418654	381854	36.60%	0.60%	2.10%	39	15.80%	47.00%	156	>=2	0.00%	0.60%	0
blm_recq5-2-single-c15-w33_	poor	55	50	12.00%	0.00%	0.00%	0	NA	35.00%	153	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w34_	poor	602566	555140	38.40%	0.80%	2.50%	55	12.30%	48.00%	157	>=2	0.00%	0.70%	0
blm_recq5-2-single-c15-w35_	poor	360634	328298	40.40%	0.50%	4.80%	32	16.30%	47.00%	155	>=2	0.00%	0.60%	0
blm_recq5-2-single-c15-w36_	poor	131	110	18.20%	0.00%	0.00%	0	NA	48.00%	157	1.79	0.00%	0.00%	0
blm_recq5-2-single-c15-w37_	poor	27	22	0.00%	0.00%	0.00%	0	NA	47.00%	146	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w38_	poor	200176	185602	35.60%	0.30%	2.30%	20	0.00%	46.00%	159	>=2	0.00%	0.30%	0
blm_recq5-2-single-c15-w39_	poor	44	38	0.00%	0.00%	0.00%	0	NA	49.00%	138	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w4_	poor	5336027	4897932	37.00%	7.50%	25.10%	493	58.30%	47.00%	159	0.22	0.00%	6.80%	0.0135976
blm_recq5-2-single-c15-w40_	poor	182	72	8.30%	0.00%	0.00%	0	NA	51.00%	91	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w41_	good	176211	160704	26.50%	0.30%	2.80%	19	6.30%	46.00%	156	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w42_	good	479642	437118	38.50%	0.70%	2.30%	45	18.60%	46.00%	154	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w43_	poor	166638	151716	37.90%	0.20%	3.40%	15	9.70%	41.00%	163	>=2	0.00%	0.10%	0
blm_recq5-2-single-c15-w44_	poor	1155539	1058270	40.30%	1.50%	3.60%	112	13.50%	45.00%	169	>=2	0.00%	1.10%	0.0631729
blm_recq5-2-single-c15-w45_	poor	145008	133516	32.50%	0.20%	3.60%	15	20.00%	45.00%	155	NA	0.00%	0.30%	0
blm_recq5-2-single-c15-w46_	poor	1049264	964750	37.00%	1.50%	10.60%	89	25.60%	50.00%	161	1.43	0.00%	1.10%	0
blm_recq5-2-single-c15-w47_	poor	1675321	1546522	35.40%	2.40%	16.60%	146	37.00%	41.00%	166	0.43	0.00%	2.90%	0
blm_recq5-2-single-c15-w48_	poor	184	166	4.80%	0.00%	0.00%	0	NA	46.00%	182	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w49_	poor	2602	178	10.10%	0.00%	0.00%	0	NA	42.00%	174	NA	0.00%	0.00%	0
blm_recq5-2-single-c15-w5_	poor	344591	316290	27.10%	0.60%	16.70%	34	29.70%	50.00%	164	>=2	0.00%	0.40%	0
blm_recq5-2-single-c15-w6_	poor	219487	201108	39.00%	0.30%	3.00%	20	6.50%	47.00%	155	>=2	0.00%	0.50%	0
blm_recq5-2-single-c15-w7_	poor	371028	338628	44.10%	0.50%	2.20%	31	5.90%	44.00%	167	>=2	0.00%	0.20%	0
blm_recq5-2-single-c15-w8_	good	1941286	1768810	38.80%	2.60%	1.40%	177	17.90%	42.00%	161	0.41	0.00%	2.70%	0
blm_recq5-2-single-c15-w9_	poor	43	34	5.90%	0.00%	0.00%	0	NA	38.00%	145	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w1_	poor	5408914	4966306	37.70%	7.50%	20.20%	503	63.10%	44.00%	155	0.22	0.00%	5.90%	0.0799819
blm_recq5-2-single-c16-w10_	poor	232819	212830	27.70%	0.40%	2.60%	24	15.20%	47.00%	154	>=2	0.00%	0.30%	0
blm_recq5-2-single-c16-w11_	poor	271496	248366	43.20%	0.30%	3.20%	23	9.10%	48.00%	154	>=2	0.00%	0.50%	0
blm_recq5-2-single-c16-w12_	good	461928	422766	42.10%	0.60%	2.70%	40	17.90%	46.00%	154	>=2	0.00%	0.20%	0
blm_recq5-2-single-c16-w13_	poor	74	62	35.50%	0.00%	0.00%	0	NA	46.00%	37	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w14_	poor	1009304	930902	43.10%	1.30%	13.10%	80	27.50%	48.00%	158	>=2	0.00%	1.30%	0
blm_recq5-2-single-c16-w15_	good	1073759	989572	37.60%	1.50%	2.20%	103	18.00%	40.00%	156	1.39	0.00%	1.40%	0.0671017
blm_recq5-2-single-c16-w16_	good	382409	350266	36.30%	0.50%	2.30%	36	13.20%	45.00%	154	>=2	0.00%	0.00%	0
blm_recq5-2-single-c16-w17_	poor	844728	778514	28.30%	1.40%	10.00%	85	23.60%	40.00%	155	0.61	0.00%	1.20%	0.258106
blm_recq5-2-single-c16-w18_	good	513092	468040	39.50%	0.70%	2.40%	45	11.40%	46.00%	157	>=2	0.00%	0.50%	0.282036
blm_recq5-2-single-c16-w19_	good	287266	261674	41.50%	0.40%	3.20%	24	9.40%	47.00%	155	>=2	0.00%	0.20%	0
blm_recq5-2-single-c16-w2_	poor	6409494	5885958	36.30%	9.20%	16.30%	618	60.30%	44.00%	156	0.21	0.00%	8.70%	0.0450958
blm_recq5-2-single-c16-w20_	poor	72	54	0.00%	0.00%	0.00%	0	NA	52.00%	143	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w21_	good	628869	575888	37.90%	0.90%	2.20%	58	7.00%	44.00%	159	>=2	0.00%	0.60%	0
blm_recq5-2-single-c16-w22_	good	609366	557920	38.70%	0.80%	3.10%	56	18.80%	46.00%	154	>=2	0.00%	0.30%	0
blm_recq5-2-single-c16-w23_	poor	1276652	1183272	36.90%	1.80%	1.80%	135	21.90%	41.00%	157	0.66	0.00%	1.60%	0
blm_recq5-2-single-c16-w24_	poor	491628	454058	37.30%	0.70%	2.40%	46	15.00%	49.00%	160	>=2	0.00%	1.00%	0.145953
blm_recq5-2-single-c16-w25_	poor	555979	509152	40.40%	0.70%	3.00%	49	9.10%	46.00%	153	>=2	0.00%	0.60%	0
blm_recq5-2-single-c16-w26_	good	1084199	993666	38.40%	1.50%	1.80%	99	10.60%	41.00%	156	0.98	0.00%	1.40%	0.200972
blm_recq5-2-single-c16-w27_	poor	70	38	0.00%	0.00%	0.00%	0	NA	40.00%	148	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w28_	good	267529	245196	23.50%	0.50%	2.30%	30	8.60%	45.00%	154	>=2	0.00%	0.90%	0
blm_recq5-2-single-c16-w29_	good	1118820	1022510	30.60%	1.70%	1.50%	115	14.90%	41.00%	154	0.51	0.00%	1.50%	0
blm_recq5-2-single-c16-w3_	poor	5754921	5279480	38.30%	7.90%	33.30%	539	56.80%	44.00%	154	0.22	0.00%	7.60%	0
blm_recq5-2-single-c16-w30_	poor	821419	754228	39.20%	1.10%	6.20%	74	23.10%	43.00%	155	>=2	0.00%	1.30%	0
blm_recq5-2-single-c16-w31_	poor	1223284	1121626	38.50%	1.70%	1.80%	123	13.00%	41.00%	154	0.78	0.00%	1.70%	0
blm_recq5-2-single-c16-w32_	good	386758	353990	36.70%	0.50%	2.40%	36	8.30%	46.00%	158	>=2	0.00%	0.60%	0
blm_recq5-2-single-c16-w33_	good	581249	531938	36.30%	0.80%	2.50%	55	15.40%	44.00%	153	>=2	0.00%	0.60%	0
blm_recq5-2-single-c16-w34_	good	479186	438546	35.40%	0.70%	2.50%	46	10.80%	43.00%	156	>=2	0.00%	0.90%	0
blm_recq5-2-single-c16-w35_	good	719600	664108	37.30%	1.00%	2.70%	66	14.60%	45.00%	155	>=2	0.00%	0.90%	0
blm_recq5-2-single-c16-w36_	good	776683	712524	40.30%	1.00%	2.30%	66	20.50%	47.00%	154	>=2	0.00%	0.60%	0
blm_recq5-2-single-c16-w37_	poor	136	128	3.10%	0.00%	0.00%	0	NA	38.00%	151	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w38_	good	466433	427056	38.80%	0.60%	2.60%	42	13.50%	44.00%	155	>=2	0.00%	0.50%	0
blm_recq5-2-single-c16-w39_	poor	195	164	25.60%	0.00%	0.00%	0	NA	46.00%	157	>=2	0.00%	0.00%	0
blm_recq5-2-single-c16-w4_	poor	4012906	3676606	36.30%	5.70%	21.50%	385	58.60%	46.00%	155	0.24	0.00%	4.90%	0.0358532
blm_recq5-2-single-c16-w40_	good	703259	642770	38.80%	1.00%	1.90%	64	15.90%	44.00%	155	>=2	0.00%	0.70%	0
blm_recq5-2-single-c16-w41_	poor	437671	402196	31.70%	0.70%	13.20%	42	33.30%	45.00%	153	>=2	0.00%	1.10%	0
blm_recq5-2-single-c16-w42_	good	672085	614146	39.50%	0.90%	2.40%	61	8.70%	47.00%	156	>=2	0.00%	0.80%	0.107311
blm_recq5-2-single-c16-w43_	poor	30	22	0.00%	0.00%	0.00%	0	NA	37.00%	90	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w44_	poor	1133432	1037790	39.40%	1.50%	8.00%	99	11.90%	48.00%	154	>=2	0.00%	1.30%	0
blm_recq5-2-single-c16-w45_	good	328646	299242	37.20%	0.50%	3.70%	30	5.60%	42.00%	153	NA	0.00%	0.50%	0
blm_recq5-2-single-c16-w46_	poor	188	118	15.30%	0.00%	0.00%	0	NA	47.00%	154	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w47_	poor	367656	338418	32.10%	0.60%	3.10%	40	13.20%	45.00%	153	>=2	0.00%	0.10%	0
blm_recq5-2-single-c16-w48_	poor	298	284	0.70%	0.00%	0.00%	0	NA	50.00%	150	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w49_	poor	1689	302	2.60%	0.00%	0.00%	0	NA	40.00%	168	NA	0.00%	0.00%	0
blm_recq5-2-single-c16-w5_	good	217069	199352	34.70%	0.30%	2.50%	21	9.30%	47.00%	157	>=2	0.00%	0.10%	0
